,Clean_tweet,label
9627,"""nigger?"" of a white kid who grew up in the 60's.",1
28286,sea shepherd suppoers are racist!,1
12067,far right in showing euro values of .,1
7021,"and how do jews plan on doing the work of god without god? matthew 1:23 ""...and they will call him immanuela (whica|",1
17408,uk 2016 expressed as a photo,1
17208,2016 is still alive ! black man is forced into coffin by white south africans,1
10477,"if you say the said that &amp; can be found with extremists of all faiths,a|",1
14219,aren't protesting because a won-they do so because trump has fuhered &amp;a|,1
793,any minute will condemn the comments of,1
20412,please repo him!,1
9762,are a| &amp; feel like the are stomping on you? listen,1
23055,the radicalism of woodrow wilsonas racism,1
31946,omfg i'm offended! i'm a mailbox and i'm proud!,1
10045,"boycotting because it's blatantly . many don't know who their father is, so please",1
2799,only a person would tweet me. calling me names for telling the truth.,1
23144,"you are invited, you can help.700+ actions for sept 16-25",1
26973,why should this person be rehired? shame on,1
26284,"this is one of those moments on hannity responds to , semi-retarded",1
18137,what's the difference between a jew and a pizza? a pizza doesn't scream in the oven. jokes,1
21658,save the date! 1-4-2017 sourcenation! live wed 8,1
30641,people around the world are afraid. the world is primed to react. a|,1
19401,this is how morgan freeman responded when asked 'how do solve racism?',1
16172,hey - a $14000 ivanka bracelet? do you feel good profiting from,1
13102,"i'm guessing a shiless man doesn't objectify himself by being shiless, but a shiless woman is?",1
3372,"outrageous, vote: un voting against businesses only in and blacklistina|",1
5823,freaking nasty rotten people monsters release domA(c)nica now you are going to pay. let her free,1
7592,twitter is full of vile but man does it give me the juice to,1
16855,"""racism in muslim societies"" by dr. eren tasar of",1
22093,abota kitazatoshibasaburo found tetanusimmunization with his colleague but kitazato didnot won nobelprize but colleague won is white,1
30526,is still rooted in our society's attitude towards black women's hair. read more from candide uyanze:a|,1
29885,you might be a libtard if...,1
23279,this is sooooo or may be just funny,1
22851,vandalised in in condemns act,1
28390,"jews, christians and muslims all believe that good will prevail.",1
1207,the latest the maryland daily! thanks to,1
5105,says he's ashamed of things he's done but continues to make shameful remarks to women,1
7379,"no it doesn't, germans, even fascists rape too. so how should help?",1
18435,here is some metrics for ya cowboy now stop nonsensa|,1
23653,no joking matter! officers fired for joke about target practice in neighborhoods via,1
11604,vandalised in in condemns act,1
19122,black upenn freshmen added to racist social media account with adaily lynchinga calendar,1
24192,let 2017 be that where chops down ..knocks down &amp; pride..make a better &amp; enjoyable,1
31864,we should not conflate islamic extremism with terrorism,1
24191,not denial. to normalizing and,1
2255,"if you are one of the 64.2 mil who rejected , &amp;amp; fly your flag half mast on jan.a|",1
1997,riyadh is renowned for some of the deadliest traffic in the world. a|,1
28527,kevin macdonald: ethnocentrism is normal and rational,1
23107,&amp; i designed a neutral jumpsuit to call out subtle remains of involved in buttoning a shi :),1
18281,"salt lake tech workers experience least racism, survey says - deseret news",1
5843,"if ur employees r going to say merry christmas to white people, please teach them to say it to the brown people tooa|",1
16924,"seems like ""#canadianvalues"" are ignoring reality, dividing &amp; weakening, &amp; .",1
9872,not ever,1
25442,"awe the peoplea originally meant awe the white, landholding males.a a|a|",1
21367,you might be a libtard if...,1
20776,why is 4 whores on ring of fire ?,1
3932,so is it offical that are officially in the eyes of the masses?,1
3141,"dealing with relatives reminding you that ""the clock"" is ticking? this might help.",1
27417,"i'm mixed w/ native american, spanish, irish and u call me d",1
26560,"today another attack the japanese and chinese, claims to not be racist",1
22958,i won't waste my time on some sob that has to plaster color on his profile blm bacon lettuce maters matter on 2 slices of bread,1
22217,"the more familiar we become, the more difficult it is to stereotype. . a| a|",1
5854,d(c)the white establishment can't have blk folx running around loving themselves and promoting our greatness,1
7428,"pastor maimane won't respond to that,zille is his boss and she literally made him.he will kiss his job goodbye shoua|",1
15256,the latest the blicqeraC/ daily! thanks to,1
10021,oops! i did it again! melted another fragile snowflake! heed,1
19777,it's already happening has given more reasons to be jolly.,1
13818,fear is the root of racism. mostly fear of your ego having to acknowledge another human being is no worse or bettera|,1
17013,"racist schools are teaching students that ""whiteness is a problem""",1
25053,"imagine that, is finally ashamed enough of his past to try and hide it.",1
9608,greenspanas policies are now largely blamed for the mogage crisis. a| a|a|,1
26802,"funny can't get rid of , so many distractions and lousy qb. maybe next year, probaba|",1
6810,council staff have been instructed by the anc to go slow and make the da look bad. this was exposed a few weeks ago.,1
13538,black girl porn teen virgin sex pictures,1
23364,#NAME?,1
3146,"we have to do this. need to change profiling, and get service to the poor.a|",1
12700,marco rubio has no consideration close to now.,1
30951,sure sunderland isn't alone. incidents in more than double after brexit vote,1
5088,stop perpetuating false racism and leftist subversive politically correct propaganda. america is not racist! wa|,1
19145,is this what your university stands for?,1
1583,d own team up with &amp; show what &amp; combat,1
9342,why do the most wise words often come from black americans? is it just a reaction of ?,1
31398,"we have to do this. need to change profiling, and get service to the poor.a|",1
11673,you're a . disgusting.,1
25494,"iave had my id checked by the police zero times in 8 months. of course the discrepancy has ""nothing"" to do i'm a wha|",1
8137,one thing i agree with evan on are,1
24917,"star sheree alleges her neighbors are , over pay permit",1
16449,one infamous maneuver has affectionately been baptized the asaudi sweepa a| a|a|,1
22925,done.. good idea... repoed you for abusive content as a troll,1
14350,", no? or perhaps paladino is feeling some ""economic anxiety""",1
14621,riyadh is renowned for some of the deadliest traffic in the world. a|,1
23426,against whites damon sajnani teaches some really lame classes.,1
28687,crackers? isn't that a little racist? i mean i'm white but think the kkk should burn in ha|,1
558,i don't like the slogan. talk about being .,1
20035,"""all bodies are equal""",1
23572,the decision to perform for trump will forever stain mormon values.a|,1
11515,the latest the indigenous and remote daily! thanks to,1
26012,my latest post: the masses a some kinda monster:,1
9810,new video! wanna see the worst sha|,1
9364,"""kevin didnat understand what head done, but he knew head fucked up."" by",1
6261,vandalised in in condemns act,1
17434,"virginia kkk leader: we're not racist, we're just misunderstood christians",1
1868,in academia offers more nuanced take on is &amp;a|,1
1945,sex free sex hotline numbers,1
795,vps got multi-million dollar bonuses while average americans lost their homes. a|a|,1
6074,never be content to sit back and watch as others' rights are trampled upon. your rights could be next.,1
9755,the bearas rapacious hunger for oil also sealed its doom. a|,1
17323,racism at home and anti- advice for others: we're good at both.,1
11281,dear change a few words and tell me how your aicle isn't ? you people are sick.,1
425,why the nazis studied american race laws for inspiration a,1
3059,"beware the ""snowball effect"" blackman! pa 2",1
14264,= the raison d'etre of the adl has always been to incite as a means to usher in,1
2236,travelled for game sad and disappointed of fans the sad i can't cheer for my own team .,1
7668,"note for those who call for opposing the latest ad: damn right we are! get that filth off the net, you race-traitors-",1
